일시,평균기온(°C),최저기온(°C),최고기온(°C),1시간 최다강수량(mm),일강수량(mm),평균 풍속(m/s),풍정합(100m),최소 상대습도(%),평균 상대습도(%),O3,PM10,PM25,최다풍향북북동,최다풍향북동,최다풍향동북동,최다풍향동,최다풍향동남동,최다풍향남동,최다풍향남남동,최다풍향남,최다풍향남남서,최다풍향남서,최다풍향서남서,최다풍향서,최다풍향서북서,최다풍향북서,최다풍향북북서,최다풍향북,최고기온 시각(hh)0,최고기온 시각(hh)1,최고기온 시각(hh)2,최고기온 시각(hh)3,최고기온 시각(hh)4,최고기온 시각(hh)5,최고기온 시각(hh)6,최고기온 시각(hh)7,최고기온 시각(hh)8,최고기온 시각(hh)9,최고기온 시각(hh)10,최고기온 시각(hh)11,최고기온 시각(hh)12,최고기온 시각(hh)13,최고기온 시각(hh)14,최고기온 시각(hh)15,최고기온 시각(hh)16,최고기온 시각(hh)17,최고기온 시각(hh)18,최고기온 시각(hh)19,최고기온 시각(hh)20,최고기온 시각(hh)21,최고기온 시각(hh)22,최고기온 시각(hh)23,최저기온 시각(hh)_0,최저기온 시각(hh)_1,최저기온 시각(hh)_2,최저기온 시각(hh)_3,최저기온 시각(hh)_4,최저기온 시각(hh)_5,최저기온 시각(hh)_6,최저기온 시각(hh)_7,최저기온 시각(hh)_8,최저기온 시각(hh)_9,최저기온 시각(hh)_10,최저기온 시각(hh)_11,최저기온 시각(hh)_12,최저기온 시각(hh)_13,최저기온 시각(hh)_14,최저기온 시각(hh)_15,최저기온 시각(hh)_16,최저기온 시각(hh)_17,최저기온 시각(hh)_18,최저기온 시각(hh)_19,최저기온 시각(hh)_20,최저기온 시각(hh)_21,최저기온 시각(hh)_22,최저기온 시각(hh)_23,1시간 최다 강수량 시각(hh)1.0,1시간 최다 강수량 시각(hh)2.0,1시간 최다 강수량 시각(hh)3.0,1시간 최다 강수량 시각(hh)4.0,1시간 최다 강수량 시각(hh)5.0,1시간 최다 강수량 시각(hh)6.0,1시간 최다 강수량 시각(hh)7.0,1시간 최다 강수량 시각(hh)8.0,1시간 최다 강수량 시각(hh)9.0,1시간 최다 강수량 시각(hh)10.0,1시간 최다 강수량 시각(hh)11.0,1시간 최다 강수량 시각(hh)12.0,1시간 최다 강수량 시각(hh)13.0,1시간 최다 강수량 시각(hh)14.0,1시간 최다 강수량 시각(hh)15.0,1시간 최다 강수량 시각(hh)16.0,1시간 최다 강수량 시각(hh)17.0,1시간 최다 강수량 시각(hh)18.0,1시간 최다 강수량 시각(hh)19.0,1시간 최다 강수량 시각(hh)20.0,1시간 최다 강수량 시각(hh)21.0,1시간 최다 강수량 시각(hh)22.0,1시간 최다 강수량 시각(hh)23.0,최소 상대습도 시각(hh)0,최소 상대습도 시각(hh)1,최소 상대습도 시각(hh)2,최소 상대습도 시각(hh)3,최소 상대습도 시각(hh)4,최소 상대습도 시각(hh)5,최소 상대습도 시각(hh)6,최소 상대습도 시각(hh)7,최소 상대습도 시각(hh)8,최소 상대습도 시각(hh)9,최소 상대습도 시각(hh)10,최소 상대습도 시각(hh)11,최소 상대습도 시각(hh)12,최소 상대습도 시각(hh)13,최소 상대습도 시각(hh)14,최소 상대습도 시각(hh)15,최소 상대습도 시각(hh)16,최소 상대습도 시각(hh)17,최소 상대습도 시각(hh)18,최소 상대습도 시각(hh)19,최소 상대습도 시각(hh)20,최소 상대습도 시각(hh)21,최소 상대습도 시각(hh)22,최소 상대습도 시각(hh)23,강수 계속시간(hr)
2018-01-11,-8.916441373,-11.46297539,-5.319544386,0,0.054967491,3.415663952,2953.244459,38.74163966,52.24596582,0.018948753,29.23960447,18.49522425,0,0.06107499,0,0,0,0,0,0,0,0,0,0,0.654564809,0.160533269,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0.520621097,0,0.355551971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417653366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.050179347,0.408340355,0.062101395,0.048252527,0.307299444,0.123826932,0,0,0,0,0,0,0,1.212476999
2018-01-12,-8.384761351,-13.12292663,-3.956888025,0,0,2.200579155,1913.257009,25.91984896,41.63777582,0.018008037,24.79344777,14.66987299,0.184901922,0,0,0,0,0,0,0,0,0,0,0.050179347,0.654564809,0.048252527,0,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376746752,0.623253248,0,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0,0,0.489027494,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0.174006279,0.573073901,0,0.143592303,0.048252527,0,0,0,0,1.823061547
2018-01-13,-2.997278675,-6.667076561,1.470658782,0,0.291350677,1.254938472,1089.406997,43.35308992,66.69915422,0.007932306,50.25174699,35.74125341,0.062101395,0.408340355,0.102632151,0.050179347,0,0.123826932,0,0,0,0,0.06107499,0,0.048252527,0,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344656328,0.655343672,0,0,0,0,0,0,0,0,0,0,0.778391741,0.098431874,0.123176385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876823615,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.123176385,0,0,0,0,0,0,0,0,5.9813927
2018-01-14,1.046471936,-4.306231867,6.607890587,0,0,1.544991215,1319.890385,45.82120606,67.26229812,0.010684141,65.19243252,48.20855516,0.06107499,0,0,0.408340355,0.102632151,0,0.050179347,0.123826932,0.143592303,0.048252527,0,0,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489027494,0,0.510972506,0,0,0,0,0,0,0,0.408340355,0,0,0,0.06107499,0.420230733,0.062101395,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.143592303,0,0.109327517,0.112280742,0.532167287,0.102632151,0,0,0,0,0,0,0,0
2018-01-15,5.378510605,1.314152774,9.765464328,0,0.145689679,1.805106913,1569.28235,39.1063669,67.38639351,0.011376393,67.27013915,46.16080807,0,0,0,0,0,0,0,0,0.062101395,0.06107499,0,0.296403801,0.408340355,0,0.172079459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112280742,0.376746752,0.510972506,0,0,0,0,0,0,0,0,0.205693698,0,0.150884678,0,0,0,0,0.06107499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.050179347,0.048252527,0.777741194,0.123826932,0,0,0,0,0,0,0,0.82757889
2018-01-16,4.385941495,0.903198685,7.674465634,0,6.992170652,1.317165575,1143.289643,48.25218215,73.29806777,0.006759297,94.49693985,68.74089266,0.532167287,0.06107499,0,0,0.102632151,0,0,0,0.050179347,0,0,0.143592303,0,0,0.110353922,0,0,0,0,0,0,0,0,0,0,0.143592303,0.048252527,0,0,0.582346634,0,0.164733546,0.06107499,0,0,0,0,0,0,0,0,0.06107499,0.568873624,0.226459083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,,0.048252527,0,0,0,0,0.06107499,0,0,0.102632151,0.050179347,0.532167287,0,0.062101395,0,0,0,0,0,0,0,0,5.79081074
2018-01-17,4.65345768,2.778985748,8.018048452,0,3.208912516,1.578676472,1377.23957,64.62824979,78.84177434,0.011587524,76.41004569,58.10214441,0,0,0,0,0,0,0,0,0,0,0.050179347,0.102632151,0.469415345,0,0.253946225,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0.408340355,0.143592303,0.174006279,0.212986073,0.06107499,0,0,0,0,0,0,0,0.143592303,0,0,0,0.102632151,0,0.062101395,0.469415345,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0,,0,0,0,0,0,0,0,0,0.408340355,0,0.185928327,0.048252527,0.06107499,0.246224454,0,0,0,0,0,0,0,4.190008522
2018-01-18,3.635779417,1.061742129,6.775471182,0,0,2.1053979,1803.979457,36.7162711,65.10353342,0.01527757,88.61909174,58.51688717,0.06107499,0,0,0,0,0,0,0,0,0,0,0.102632151,0.408340355,0.050179347,0.253946225,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0.205693698,0.746053775,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0,0.143592303,0.050179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757975823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.06107499,0,0.737860985,0.048252527,0.152811498,0,0,0,0,0,0,0,0.345514847
2018-01-19,2.05095121,-1.696664204,7.169213731,0,0,1.950489284,1695.173723,19.6596513,45.4669115,0.013988545,68.21384844,35.63127006,0.06107499,0,0,0,0,0,0,0,0,0,0,0.050179347,0.510972506,0,0.253946225,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.283333796,0.573073901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.80622835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.408340355,0.123826932,0,0.112280742,0.102632151,0.204667293,0.048252527,0,0,0,0,0,0,0,0
2018-01-20,2.549562676,-1.512700932,7.797443122,0,0,1.919805132,1641.649856,39.50838451,57.11790725,0.014185324,95.99080162,57.57032133,0.06107499,0,0,0,0,0,0,0.123826932,0,0,0,0.458519702,0,0.164733546,0.19184483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0.405731318,0.47044175,0,0,0,0,0,0,0,0,0,0.408340355,0.123826932,0.050179347,0,0.048252527,0.143592303,0.225808536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,,0,0,0,0,0,0,0,0,0,0.050179347,0.102632151,0.171428912,0.408340355,0.123826932,0,0,0,0,0,0,0,0
2018-01-21,1.814609452,-2.537433019,6.996162251,0,0,1.385533103,1210.951348,19.4582284,44.81111999,0.014655367,73.75859242,43.58589515,0.184901922,0.143592303,0,0,0.102632151,0,0,0,0,0,0,0,0.458519702,0.062101395,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.06107499,0.568873624,0.226459083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0.06107499,0.890672483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.143592303,0,0.283333796,0.573073901,0,0,0,0,0,0,0,0,0
2018-01-22,2.19552598,-2.017905864,6.122858852,0,1.810964187,2.099903314,1830.968074,33.54278216,58.7174828,0.014655242,57.16060493,33.68230175,0.123826932,0,0,0,0,0,0,0.050179347,0,0,0.06107499,0.246224454,0.47044175,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0,0.593242277,0,0.212986073,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0.102632151,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705523019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,,0,0,0,0,0,0,0.050179347,0,0.532167287,0,0.062101395,0,0.211959668,0,0,0,0,0,0,0,0,4.143721671
2018-01-23,-8.196166282,-11.4610962,-1.356383816,0,0,4.185964068,3602.179871,25.17028441,41.83947335,0.026871144,29.14519998,14.97681637,0.06107499,0,0,0,0,0,0,0,0,0,0,0.143592303,0.510972506,0.160533269,0.123826932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0.951747473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.684978785,0,0.110353922,0,0.204667293,0,0,0,0,0,0,0,0,0.393093281
2018-01-24,-11.66980733,-14.12153068,-8.043893519,0,0,3.975849418,3422.408763,24.20340715,33.65033146,0.024932678,29.77910582,10.87883302,0,0.06107499,0,0,0,0,0,0,0,0,0,0,0.654564809,0.098431874,0.062101395,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671505775,0.328494225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164733546,0.663186995,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.062101395,0,0.06107499,0.123826932,0.152811498,0.048252527,0,0.551932658,0,0,0,0,0,0,0,0.029315995
2018-01-25,-11.1186441,-14.31246142,-6.560737367,0,0,3.370104723,2896.31703,21.77333542,33.80056166,0.023925705,24.33337028,11.0143065,0.184901922,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0.255873045,0.456592882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345435191,0.551932658,0.102632151,0,0,0,0,0,0,0,0,0,0,0.050179347,0,0,0,0.949820653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.123826932,0,0.458519702,0.109327517,0.164733546,0.143592303,0,0,0,0,0,0,0,0
2018-01-26,-11.80921482,-15.24867747,-7.289501496,0,0,3.097493826,2694.381286,24.96119999,36.316135,0.022543779,30.11583861,16.09340464,0.06107499,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.60940438,0.062101395,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.448067342,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0.93892501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.201064025,0.53151674,0.123826932,0.143592303,0,0,0,0,0,0,0,0
2018-01-27,-7.434289046,-13.90548271,-0.803011739,0,0,1.659873864,1453.203072,19.52006846,37.00204888,0.011775482,42.89090195,25.6661442,0.06107499,0,0,0,0,0,0,0,0,0,0.152811498,0.408340355,0,0,0.253946225,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204667293,0.568873624,0.226459083,0,0,0,0,0,0,0,0,0,0,0.123826932,0.143592303,0.048252527,0.050179347,0.572047496,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.532167287,0.050179347,0.308325849,0.109327517,0,0,0,0,0,0,0,0
2018-01-28,-3.72337225,-6.501727313,0.899111963,0,0,2.764527739,2377.107803,19.3092538,35.78328737,0.0230766,33.12919271,20.37217089,0.184901922,0,0,0,0,0,0,0,0,0,0,0.050179347,0.654564809,0.110353922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297182664,0.600185185,0.102632151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856407697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19184483,0,,0,0,0.163707141,0,0,0,0,0,0,0.112280742,0.532167287,0,0,0,0,0,0,0,0,0,0,0.076343738
