날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2019-01-01,식품,미나리,,,1,1,,1,,1,,1
2019-01-01,식품,미숫가루/곡물가루,,3,4,3,3,8,1,3,,
2019-01-01,뷰티,미용가위,,2,1,1,1,3,,,,
2019-01-01,식품,믹스 채소,,,,2,,5,1,2,,2
2019-01-01,식품,밀크티/티라떼,12,41,18,41,12,18,3,4,,1
2019-01-01,식품,바나나/파인애플/망고,2,13,12,66,16,37,8,11,,1
2019-01-01,식품,바나나우유,2,12,11,11,4,15,1,7,,
2019-01-01,뷰티,바디 보습제,21,58,60,143,54,107,19,44,8,4
2019-01-01,뷰티,바디 세트,2,13,3,12,4,10,2,4,,
2019-01-01,뷰티,바디 스크럽,,7,3,10,5,8,,5,,
2019-01-01,뷰티,바디 클렌져,18,49,50,80,32,58,12,23,1,4
2019-01-01,뷰티,바디케어용 땀패드,,,,2,,,,,,
2019-01-01,뷰티,바디케어용 때비누,,3,3,8,2,6,1,5,1,3
2019-01-01,뷰티,바디케어용 볼륨업크림,,3,,2,2,3,,2,,1
2019-01-01,뷰티,바디케어용 슬리밍,,,3,1,1,2,,,,
2019-01-01,뷰티,바디케어용 제모제,2,2,2,2,1,,,1,,
2019-01-01,뷰티,바디케어용 청 결제,3,15,8,40,6,24,2,5,,2
2019-01-01,식품,반건조고구마,1,8,8,19,9,40,2,15,,
2019-01-01,식품,반찬류,4,11,20,40,6,31,3,8,,2
2019-01-01,식품,배/포도/과일즙,4,14,31,56,16,36,4,16,3,4
2019-01-01,식품,배추김치,3,9,18,26,17,46,10,33,8,9
2019-01-01,식품,백김치,,,,1,,,1,1,,
2019-01-01,뷰티,베이스 메이크업 세트,,,,,1,,,,,
2019-01-01,뷰티,베이스 메이크업용 BB크림,2,28,11,22,18,26,1,9,2,2
2019-01-01,뷰티,베이스 메이크업용 CC크림,1,1,1,1,,1,,,,
2019-01-01,뷰티,베이스 메이크업용 가루파우더,,6,1,18,3,8,1,4,1,
2019-01-01,뷰티,베이스 메이크업용 메이크업베이스,,13,1,22,6,11,1,2,1,1
2019-01-01,뷰티,베이스 메이크업용 컨실러,8,41,9,21,5,9,1,6,1,
2019-01-01,뷰티,베이스 메이크업용 쿠션팩트,5,75,17,74,17,61,8,23,1,6
2019-01-01,뷰티,베이스 메이크업용 트윈케이크,,2,,3,,5,,4,,
2019-01-01,뷰티,베이스 메이크업용 파우더팩트,3,49,2,68,11,53,7,17,1,2
2019-01-01,뷰티,베이스 메이크업용 파운데이션,13,92,16,86,12,58,15,29,1,5
2019-01-01,뷰티,베이스 메이크업용 프라이머,2,27,2,20,3,16,,8,1,1
2019-01-01,냉난방가전,벽걸이 에어컨,,2,,1,1,1,,2,,
2019-01-01,냉난방가전,벽걸이형 냉온풍기,,,,,,1,,,2,1
2019-01-01,냉난방가전,벽걸이형 선풍기,,,,1,1,,,,,
2019-01-01,식품,보리차,,1,16,18,12,8,2,1,1,1
2019-01-01,냉난방가전,보일러,1,,,,,,,2,,
2019-01-01,식품,복분자/석류/과실즙,9,19,17,39,44,81,34,79,12,13
2019-01-01,냉난방가전,복합식 가습기,4,11,17,27,19,28,5,13,2,
2019-01-01,식품,부추,,,1,4,1,3,1,3,2,1
2019-01-01,뷰티,뷰티 눈썹정리도구,1,4,3,4,1,,,,,1
2019-01-01,뷰티,뷰티 속눈썹/쌍꺼풀,2,8,3,20,2,6,,1,,
2019-01-01,뷰티,뷰티 손거울,,1,1,3,1,6,,1,,
2019-01-01,뷰티,뷰티 타투,1,1,,,2,,,,,
2019-01-01,뷰티,뷰티 헤어캡,,5,1,3,,3,,1,,
2019-01-01,뷰티,뷰티 화장솜,10,42,12,58,8,16,1,5,,
2019-01-01,뷰티,뷰티 화장품 공병/케이스,1,5,1,3,2,4,2,1,,
2019-01-01,뷰티,뷰티용 기름종이,4,3,3,10,,2,1,,,1
2019-01-01,뷰티,뷰티용 면봉/귀이개,5,11,13,15,2,11,5,4,,
2019-01-01,뷰티,뷰티용 뷰러,,10,2,8,2,9,1,,1,
2019-01-01,뷰티,뷰티용 샤프너,1,1,,1,,,,1,,
2019-01-01,뷰티,뷰티용 여드름압출기,1,3,4,1,2,2,,,,
2019-01-01,식품,브로콜리/셀러리,2,3,6,29,6,9,1,8,,1
2019-01-01,식품,비타민,34,69,65,171,73,136,40,88,17,14
2019-01-01,식품,비타민/화이바 음료,5,17,4,5,4,5,2,3,1,
2019-01-01,식품,삼치,2,,3,12,3,2,1,,,1
2019-01-01,식품,새송이버섯,1,2,2,6,,4,2,1,,
2019-01-01,식품,새우/대하,4,8,4,15,8,9,3,5,,1
2019-01-01,뷰티,색조 메이크업 립글로스,,1,1,1,1,3,,2,,
2019-01-01,뷰티,색조 메이크업 립라이너,,1,,3,,,,,,
2019-01-01,뷰티,색조 메이크업 립밤,28,48,26,86,24,63,6,15,1,1
2019-01-01,뷰티,색조 메이크업 립스틱,21,129,17,94,23,93,9,22,2,4
2019-01-01,뷰티,색조 메이크업 립틴트,23,132,15,117,22,70,4,17,2,
2019-01-01,뷰티,색조 메이크업 마스카라,4,38,11,36,8,32,2,8,3,2
2019-01-01,뷰티,색조 메이크업 볼터치,3,59,4,46,1,12,5,1,,1
2019-01-01,뷰티,색조 메이크업 속눈썹영양제,1,13,4,12,2,8,1,2,1,2
2019-01-01,뷰티,색조 메이크업 쉐딩/하이라이터,1,24,5,22,2,14,,5,,1
2019-01-01,뷰티,색조 메이크업 아이라이너,2,66,12,52,10,49,3,8,,1
2019-01-01,뷰티,색조 메이크업 아이브로우,5,33,12,60,14,52,5,25,,3
2019-01-01,뷰티,색조 메이크업 아이섀도우,7,108,14,104,10,49,8,14,1,4
2019-01-01,식품,생닭/닭부분육,4,2,7,17,3,10,2,4,1,
2019-01-01,식품,생선류,7,12,33,36,22,37,11,21,6,8
2019-01-01,식품,생수,88,189,226,391,160,279,90,145,35,37
2019-01-01,식품,생식/선식 분말,,,,3,,3,2,2,,2
2019-01-01,뷰티,샤워코롱,,2,1,,,,,1,,
2019-01-01,뷰티,샴푸,58,129,136,315,134,297,58,122,16,17
2019-01-01,뷰티,선로션,1,2,3,8,2,6,3,2,,
2019-01-01,뷰티,선스프레이,,1,1,,,,,,,
2019-01-01,식품,선식,1,3,3,6,3,4,2,2,1,
2019-01-01,뷰티,선케어용 선밤,3,1,3,9,3,5,2,3,,
2019-01-01,뷰티,선크림,10,40,21,57,14,43,5,12,2,3
2019-01-01,뷰티,선파우더,,,,,,1,,,,
2019-01-01,뷰티,세안도구,3,12,2,10,,3,,,,
2019-01-01,식품,소고기 등심/안심,1,1,5,5,2,7,1,,,2
2019-01-01,식품,소고기 육회,41,73,48,47,53,55,7,5,,
2019-01-01,뷰티,손톱정리도구,,2,4,2,2,2,4,1,,1
2019-01-01,식품,수산 생물,13,16,17,45,26,39,4,22,3,5
2019-01-01,식품,수입우육,18,25,20,28,4,25,4,3,,3
2019-01-01,식품,숙취/에너지/건강 음료,10,4,9,9,6,16,6,5,,2
2019-01-01,뷰티,스크럽/필링크림,9,32,12,54,10,28,3,11,1,2
2019-01-01,뷰티,스킨케어 곡물팩,,1,1,2,1,3,,1,,
2019-01-01,뷰티,스킨케어 마스크팩,47,93,53,151,47,160,24,55,6,10
2019-01-01,뷰티,스킨케어 수면팩,5,15,5,16,12,12,2,2,2,1
2019-01-01,뷰티,스킨케어 시트마스크팩,17,71,32,144,30,76,7,29,2,3
2019-01-01,뷰티,스킨케어 워시오프팩,,6,,8,,7,,1,1,
2019-01-01,뷰티,스킨케어 코팩,21,35,25,58,17,31,3,10,,2
2019-01-01,뷰티,스킨케어 필오프팩,1,7,2,15,2,8,,,,4
2019-01-01,냉난방가전,스탠드형 냉온풍기,1,1,1,1,2,1,,3,,
2019-01-01,냉난방가전,스탠드형 에어컨,,,1,3,,3,,2,2,
2019-01-01,식품,스피루리나 영양제,1,,4,4,3,10,3,16,1,3
2019-01-01,식품,시금치,,1,1,12,6,9,2,,,2
2019-01-01,식품,식혜/수정과,2,3,15,9,4,6,,4,,1
2019-01-01,냉난방가전,신발건조기,,,,,,1,,,,
2019-01-01,식품,쌀,17,49,95,254,158,293,87,154,48,45
2019-01-01,식품,쌈채소,5,11,11,40,9,29,1,9,4,1
2019-01-01,식품,아몬드유/코코넛밀크,2,20,8,20,1,10,4,3,,1
2019-01-01,식품,아이스티,1,6,5,6,3,6,3,3,,2
2019-01-01,뷰티,애프터선,5,3,5,24,6,10,1,4,1,
2019-01-01,식품,야채/호박즙,10,22,17,59,32,47,15,23,5,5
2019-01-01,식품,양념 돈육,,4,1,3,2,,,,,
2019-01-01,식품,양념우육,4,9,2,11,2,10,,3,2,
2019-01-01,식품,양배추/양상추,1,2,2,15,2,10,,2,1,1
2019-01-01,식품,양파/마늘즙,,5,8,11,9,21,8,12,3,3
2019-01-01,식품,어란(생선알),,,2,,,3,,,,
2019-01-01,식품,어린이 음료,,9,3,6,1,4,1,1,1,
2019-01-01,식품,어린이영양제,1,7,11,30,10,13,,1,,
2019-01-01,식품,어린이홍삼,,3,29,59,34,124,6,8,5,3
2019-01-01,식품,어린잎/새싹채소,,,3,8,7,,,3,,
2019-01-01,냉난방가전,에어워셔,,,7,11,3,4,1,3,1,1
2019-01-01,냉난방가전,에어컨 리모컨,,,,,,,,,1,
2019-01-01,식품,에이드,2,8,5,15,2,9,1,2,,
2019-01-01,식품,연어/훈제연어,2,3,2,4,2,10,,3,3,
2019-01-01,식품,영지버섯,,,,1,,,,,,
2019-01-01,식품,오리고기/훈제오리,2,11,17,20,11,53,7,22,6,4
2019-01-01,식품,오메가3/스쿠알렌 영양제,7,15,25,37,26,54,13,25,8,5
2019-01-01,식품,오이/가지,,3,1,9,4,9,1,8,,
2019-01-01,식품,오징어,2,12,19,36,18,26,8,12,1,3
2019-01-01,식품,옥돔,,,,2,,1,,2,3,
2019-01-01,식품,옥수수,,,1,5,6,14,4,6,1,
2019-01-01,식품,옥수수차,1,2,4,2,,4,2,,,
2019-01-01,냉난방가전,온수매트,5,10,12,35,22,47,14,14,3,1
2019-01-01,냉난방가전,온열매트,3,13,10,19,41,21,10,13,3,4
2019-01-01,냉난방가전,온풍기,4,6,20,14,15,14,12,1,2,1
2019-01-01,식품,옻/칡/쑥즙,,2,,4,5,5,1,3,4,
2019-01-01,식품,요거트/발효유,7,25,32,104,28,80,4,7,3,4
2019-01-01,식품,우엉/연근,,,1,,2,,,,,
2019-01-01,식품,원두커피,7,18,53,63,43,74,31,45,9,6
2019-01-01,식품,윙봉/닭다리/날개,2,,,3,,4,1,1,,2
2019-01-01,식품,유자차,1,5,7,17,14,14,4,2,,
2019-01-01,식품,유제품 음료,12,24,29,101,32,35,8,11,3,2
2019-01-01,식품,율무차,,4,2,7,6,14,3,2,1,
2019-01-01,식품,음용 식초,1,3,1,10,1,4,3,4,1,
2019-01-01,냉난방가전,의류건조기,7,6,46,31,12,10,7,10,,12
2019-01-01,냉난방가전,이동형 에어컨,,,,,,,,,,1
2019-01-01,식품,이온음료,6,10,5,7,9,14,4,12,,4
2019-01-01,식품,인삼/수삼/산삼,1,3,2,4,4,9,5,1,4,1
2019-01-01,식품,인스턴트커피,21,97,72,205,83,157,43,74,18,17
2019-01-01,뷰티,입욕제,1,5,11,18,2,6,,1,,1
2019-01-01,냉난방가전,자연식 가습기,,,1,5,2,3,,1,,
2019-01-01,식품,잡곡,4,6,8,37,10,34,4,20,3,9
2019-01-01,식품,잡곡 씨드류,,2,2,2,1,3,1,4,1,
2019-01-01,식품,장어,2,2,5,4,1,6,1,2,1,
2019-01-01,식품,장조림/카레용 돈육,5,1,2,4,2,1,,,,
2019-01-01,식품,저/무지방우유,4,8,12,17,5,28,5,5,1,
2019-01-01,냉난방가전,전기온수기,,,,,,1,1,,,
2019-01-01,냉난방가전,전기장판,8,9,6,23,15,37,8,28,1,6
2019-01-01,식품,전복 생물,2,1,4,8,14,14,6,7,3,1
2019-01-01,식품,전통주,3,,4,3,1,,,,,
2019-01-01,식품,전통차,3,10,9,20,19,28,10,28,3,4
2019-01-01,식품,절임배추/김치속,,,1,1,1,5,1,6,,3
2019-01-01,식품,젓갈류,3,2,9,30,12,45,7,17,8,7
2019-01-01,냉난방가전,제습기,1,1,4,5,3,3,,3,2,
2019-01-01,식품,조개,8,16,27,36,16,47,15,15,2,8
2019-01-01,식품,주꾸미,13,21,20,28,9,15,1,3,,2
2019-01-01,식품,차 선물세트,,6,2,11,1,3,3,4,,1
2019-01-01,식품,차/곡물 음료,4,11,20,23,9,5,3,7,1,
2019-01-01,식품,참외/메론/수박,1,3,,1,11,12,1,2,,
2019-01-01,식품,초유 영양제,,,1,2,,1,,,,
2019-01-01,냉난방가전,초음파식 가습기,13,39,52,63,47,44,14,19,3,1
2019-01-01,식품,초코우유,24,22,9,13,1,13,3,,,
2019-01-01,식품,카페 푸드,39,119,56,203,35,101,9,28,3,
2019-01-01,식품,카페용 초콜릿시럽,,,4,1,3,1,1,,,
2019-01-01,냉난방가전,카페트매트,,,,,3,3,2,1,,
2019-01-01,식품,칼슘/철분 영양제,5,15,31,81,24,36,11,16,6,2
2019-01-01,식품,캡슐/POD커피,5,21,35,73,36,36,3,9,2,1
2019-01-01,식품,커피용 프림,,,,1,,1,,,,
2019-01-01,식품,커피음료,109,355,171,444,89,211,35,48,7,4
2019-01-01,냉난방가전,컨벡터,1,,3,5,7,3,1,,1,
2019-01-01,식품,코코아/핫초코,6,12,8,21,15,23,3,4,1,
2019-01-01,식품,콜라겐/코큐텐 영양제,4,14,15,35,19,72,13,50,6,8
2019-01-01,식품,콩나물/숙주,,,12,19,6,27,,11,1,1
2019-01-01,뷰티,클렌징 로션,1,6,,11,2,1,,2,,
2019-01-01,뷰티,클렌징 오일,13,59,24,72,16,32,3,11,2,3
2019-01-01,뷰티,클렌징 워터/젤,6,43,10,47,4,29,3,5,1,1
2019-01-01,뷰티,클렌징 크림,1,10,,5,3,8,2,3,,1
2019-01-01,뷰티,클렌징 티슈,,6,1,22,3,13,2,4,,5
2019-01-01,뷰티,클렌징 폼,44,83,67,139,28,104,20,45,9,3
2019-01-01,식품,클로렐라 영양제,,1,,,,,,,,
2019-01-01,식품,키위/참다래,2,3,4,19,5,10,3,4,1,3
2019-01-01,냉난방가전,탁상/USB 선풍기,,1,,,,,1,,,
2019-01-01,식품,탄산수,3,19,40,47,34,42,10,15,4,2
2019-01-01,식품,탄산음료,64,68,149,175,73,77,28,34,4,5
2019-01-01,뷰티,태닝용 선크림,,,,1,,3,,,,
2019-01-01,식품,토마토,6,15,14,52,9,28,10,17,2,6
2019-01-01,뷰티,트리트먼트,7,72,51,153,56,262,48,164,15,38
2019-01-01,식품,파/양파,5,11,22,59,16,49,6,12,2,3
2019-01-01,식품,파김치,,,1,,1,6,3,,,
2019-01-01,뷰티,팩도구,2,4,2,11,2,11,2,2,,
2019-01-01,식품,포도/거봉/체리,,,3,5,6,9,,2,,2
2019-01-01,식품,표고버섯,,1,2,9,2,10,1,2,,
2019-01-01,뷰티,풋스프레이,1,2,1,1,,,,,,
2019-01-01,뷰티,풋워시/스크럽,,3,5,8,3,5,2,1,,
2019-01-01,뷰티,풋크림,,1,2,21,8,16,,10,1,
2019-01-01,뷰티,풋패치,5,7,4,13,1,7,1,,2,1
2019-01-01,식품,프라페/버블티 파우더,,2,1,7,3,6,2,,,
2019-01-01,식품,프로바이오틱스,10,44,52,129,69,106,21,62,9,11
2019-01-01,식품,프로폴리스/로얄젤리,4,8,16,32,12,23,5,22,3,4
2019-01-01,식품,한방 분말/환제품,7,35,33,63,38,75,29,50,13,11
2019-01-01,식품,한방재료,3,1,2,13,7,16,5,10,2,6
2019-01-01,식품,한우육,4,6,27,56,14,54,10,21,4,4
2019-01-01,식품,해조류 다시마,,,1,4,2,10,4,1,1,
2019-01-01,식품,해조류 미역,,5,7,21,5,16,4,3,,
2019-01-01,식품,해초류 ,1,2,4,8,3,25,2,9,1,2
2019-01-01,뷰티,핸드워시/스크럽,1,9,10,25,6,20,3,2,,
2019-01-01,뷰티,핸드크림,14,43,32,100,23,58,8,17,3,2
2019-01-01,식품,허브차,4,23,17,61,20,53,10,26,4,4
2019-01-01,식품,헛개/가시오가피,,,1,,,2,1,1,,
2019-01-01,뷰티,헤어 브러쉬,4,7,6,27,12,14,4,7,,1
2019-01-01,뷰티,헤어매니큐어,,2,,1,1,1,,1,,
2019-01-01,뷰티,헤어스타일링용 염색약,9,33,16,65,26,74,17,45,2,12
2019-01-01,뷰티,헤어스타일링용 펌제,8,3,7,13,4,6,2,4,,
2019-01-01,뷰티,헤어스타일링용 흑채,4,5,7,10,12,29,9,19,3,7
2019-01-01,뷰티,헤어스프레이,9,6,16,7,10,6,2,7,2,1
2019-01-01,뷰티,헤어에센스,8,54,39,101,24,90,13,39,1,4
2019-01-01,뷰티,헤어왁스,1,5,19,7,9,5,1,2,1,
2019-01-01,뷰티,헤어젤,,,,3,2,7,5,,,
2019-01-01,뷰티,헤어케어세트,,2,,8,1,8,3,4,,
2019-01-01,식품,호박,,5,12,33,8,15,1,4,1,1
2019-01-01,식품,혼합견과,7,7,14,49,35,88,15,70,5,3
2019-01-01,식품,홍삼 간식,1,,2,1,,1,2,1,,
2019-01-01,식품,홍삼 분말/환,1,,1,11,4,4,2,4,1,
2019-01-01,식품,홍삼 음료,,,,1,1,1,,2,,2
2019-01-01,식품,홍삼/인삼 제품,6,14,20,44,20,26,3,13,1,2
2019-01-01,식품,홍삼액/홍삼정,19,39,67,171,119,253,68,127,14,37
2019-01-01,식품,홍삼절편/홍삼정과,1,3,7,10,6,11,5,7,1,1
2019-01-01,식품,홍어,,2,,1,2,,,,,
2019-01-01,식품,홍차,5,6,8,11,3,8,2,4,1,
2019-01-01,뷰티,화장 비누,20,29,20,49,36,39,10,23,3,4
2019-01-01,뷰티,화장 퍼프,4,39,4,37,5,16,5,8,,
2019-01-01,식품,환자식,,2,5,4,2,7,8,7,,3
2019-01-01,냉난방가전,황토매트,,2,1,3,4,5,,2,1,
2019-01-01,식품,회,131,298,258,379,163,309,50,123,21,31
2019-01-01,냉난방가전,휴대용 선풍기,,2,,11,,,,,,
2019-01-01,식품,흰우유,8,28,146,277,75,139,14,34,4,7
2019-01-01,냉난방가전,히터,7,15,30,50,48,42,24,29,9,4
2019-01-02,식품,가공란,18,33,19,66,28,75,11,26,3,9
2019-01-02,냉난방가전,가스온수기,,,,,,,1,,,
2019-01-02,냉난방가전,가열식 가습기,,1,4,2,3,10,4,1,1,1
2019-01-02,식품,가자미,,,3,6,6,13,2,2,2,1
2019-01-02,식품,갈비/찜/바비큐용 돈육,,4,5,4,,3,,1,,
2019-01-02,식품,갈비용 우육,,1,3,,,,,,,
2019-01-02,식품,갈치,1,7,13,26,9,26,6,22,8,10
2019-01-02,식품,감/홍시,,1,2,3,3,13,2,3,,1
2019-01-02,식품,감귤/한라봉/오렌지,29,72,117,311,225,456,111,232,45,54
