날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2018-01-01,식품,미숫가루/곡물가루,3,2,3,3,,2,1,1,1,
2018-01-01,뷰티,미용가위,3,,,5,2,,,,,
2018-01-01,식품,믹스 채소,,,2,4,1,2,,1,,
2018-01-01,식품,밀크티/티라떼,21,57,20,65,5,16,,3,3,1
2018-01-01,식품,바나나/파인애플/망고,9,8,21,60,17,29,4,7,,2
2018-01-01,식품,바나나우유,42,41,18,15,5,8,1,,1,
2018-01-01,뷰티,바디 보습제,23,98,38,155,33,93,19,25,6,5
2018-01-01,뷰티,바디 세트,2,17,3,19,1,8,,2,1,1
2018-01-01,뷰티,바디 스크럽,4,9,2,25,9,49,3,11,1,1
2018-01-01,뷰티,바디 클렌져,12,32,37,87,8,43,10,24,2,
2018-01-01,뷰티,바디케어용 땀패드,,,1,1,,,,,,
2018-01-01,뷰티,바디케어용 때비누,1,1,,12,3,12,,4,1,
2018-01-01,뷰티,바디케어용 볼륨업크림,1,4,,8,2,10,1,6,,
2018-01-01,뷰티,바디케어용 슬리밍,,2,1,4,,3,,,,
2018-01-01,뷰티,바디케어용 제모제,5,5,1,6,1,1,,1,,
2018-01-01,뷰티,바디케어용 청 결제,2,17,13,24,8,15,1,4,1,
2018-01-01,식품,반건조고구마,2,11,6,16,2,22,7,16,,
2018-01-01,식품,반찬류,14,20,21,20,10,16,4,8,1,
2018-01-01,식품,배/포도/과일즙,5,24,25,52,14,43,8,16,1,3
2018-01-01,식품,배추김치,2,8,11,28,18,30,13,28,9,3
2018-01-01,식품,백김치,,,2,3,,2,,2,,
2018-01-01,뷰티,베이스 메이크업 세트,,,,1,,1,,,,1
2018-01-01,뷰티,베이스 메이크업용 BB크림,,15,9,29,4,16,6,4,,4
2018-01-01,뷰티,베이스 메이크업용 CC크림,,3,3,8,1,4,,,,
2018-01-01,뷰티,베이스 메이크업용 가루파우더,4,19,1,9,,13,,4,1,
2018-01-01,뷰티,베이스 메이크업용 메이크업베이스,3,20,8,19,1,14,3,6,,
2018-01-01,뷰티,베이스 메이크업용 컨실러,4,44,5,33,5,8,4,4,2,1
2018-01-01,뷰티,베이스 메이크업용 쿠션팩트,13,78,21,93,26,63,12,26,4,2
2018-01-01,뷰티,베이스 메이크업용 트윈케이크,,3,1,3,,7,1,2,,
2018-01-01,뷰티,베이스 메이크업용 파우더팩트,,32,6,38,10,36,2,8,,2
2018-01-01,뷰티,베이스 메이크업용 파운데이션,31,139,24,144,21,119,16,60,1,8
2018-01-01,뷰티,베이스 메이크업용 프라이머,9,22,1,20,2,18,3,7,,
2018-01-01,냉난방가전,벽걸이 에어컨,,,1,1,1,2,,,,
2018-01-01,냉난방가전,벽걸이형 냉온풍기,,,,2,,,,,,
2018-01-01,식품,보리차,,1,,11,5,9,,1,,3
2018-01-01,냉난방가전,보일러,,,,,1,,,1,,
2018-01-01,식품,복분자/석류/과실즙,,17,11,39,16,30,12,17,1,7
2018-01-01,냉난방가전,복합식 가습기,2,16,13,29,6,12,1,1,,
2018-01-01,식품,부추,,1,2,5,,3,,1,,
2018-01-01,뷰티,뷰티 눈썹정리도구,2,5,3,10,3,1,,2,,
2018-01-01,뷰티,뷰티 속눈썹/쌍꺼풀,2,13,4,17,4,23,1,1,,
2018-01-01,뷰티,뷰티 손거울,2,8,1,3,1,4,1,4,,
2018-01-01,뷰티,뷰티 타투,,,,1,,,,,,1
2018-01-01,뷰티,뷰티 헤어캡,,1,,3,,2,,1,,
2018-01-01,뷰티,뷰티 화장솜,7,43,3,36,6,7,2,5,,2
2018-01-01,뷰티,뷰티 화장품 공병/케이스,,7,,5,1,2,,,,
2018-01-01,뷰티,뷰티용 기름종이,2,1,1,2,,2,,3,,
2018-01-01,뷰티,뷰티용 면봉/귀이개,,10,4,16,2,7,,1,,
2018-01-01,뷰티,뷰티용 뷰러,1,27,2,5,1,8,1,2,1,
2018-01-01,뷰티,뷰티용 샤프너,,3,,1,,1,1,,,
2018-01-01,뷰티,뷰티용 여드름압출기,7,4,3,6,2,3,1,2,,
2018-01-01,식품,브로콜리/셀러리,2,9,5,18,4,6,,2,1,
2018-01-01,식품,비타민,25,69,73,162,61,100,36,49,7,12
2018-01-01,식품,비타민/화이바 음료,8,43,17,11,3,3,,5,1,
2018-01-01,식품,삼치,1,,1,3,1,1,,1,,
2018-01-01,식품,상황버섯,,,,,,1,,,1,
2018-01-01,식품,새송이버섯,,1,2,6,6,5,,,,1
2018-01-01,식품,새우/대하,2,9,12,14,5,7,1,2,,1
2018-01-01,뷰티,색조 메이크업 립글로스,,6,2,8,2,8,1,,,
2018-01-01,뷰티,색조 메이크업 립라이너,,4,,2,,2,,,,
2018-01-01,뷰티,색조 메이크업 립밤,23,44,13,59,18,39,7,10,,5
2018-01-01,뷰티,색조 메이크업 립스틱,33,203,27,130,14,83,5,29,,7
2018-01-01,뷰티,색조 메이크업 립틴트,17,103,12,72,6,48,9,13,1,
2018-01-01,뷰티,색조 메이크업 마스카라,5,24,3,40,5,24,1,1,,1
2018-01-01,뷰티,색조 메이크업 볼터치,10,67,1,44,3,10,2,3,,
2018-01-01,뷰티,색조 메이크업 속눈썹영양제,2,9,1,4,3,4,2,2,,1
2018-01-01,뷰티,색조 메이크업 쉐딩/하이라이터,3,21,4,15,1,13,,1,,
2018-01-01,뷰티,색조 메이크업 아이라이너,7,71,9,51,10,31,4,12,1,4
2018-01-01,뷰티,색조 메이크업 아이브로우,5,40,6,48,9,32,7,7,3,2
2018-01-01,뷰티,색조 메이크업 아이섀도우,13,102,6,56,7,46,5,11,1,3
2018-01-01,식품,생닭/닭부분육,,3,4,9,,15,,4,,
2018-01-01,식품,생선류,4,9,12,22,12,19,6,8,4,2
2018-01-01,식품,생수,62,134,137,362,99,195,60,80,16,22
2018-01-01,식품,생식/선식 분말,,3,1,5,5,12,4,5,2,1
2018-01-01,뷰티,샤워코롱,,,,3,5,2,1,,,
2018-01-01,뷰티,샴푸,54,150,115,303,112,271,48,113,11,16
2018-01-01,뷰티,선로션,1,1,,1,1,6,1,,,
2018-01-01,뷰티,선스프레이,,1,,,,,,1,,
2018-01-01,식품,선식,2,3,,4,,2,,,,
2018-01-01,뷰티,선케어용 선밤,1,2,2,6,2,3,,,,
2018-01-01,뷰티,선크림,9,46,13,50,17,19,6,14,4,1
2018-01-01,뷰티,선파우더,,,,,,1,,,,
2018-01-01,뷰티,세안도구,1,5,2,2,2,7,1,1,,
2018-01-01,식품,소고기 등심/안심,9,2,7,11,2,8,,1,,2
2018-01-01,식품,소고기 육회,20,25,36,31,27,29,6,6,,
2018-01-01,뷰티,손톱정리도구,,,1,6,,2,1,1,,
2018-01-01,식품,수산 생물,9,28,26,71,38,57,20,14,2,6
2018-01-01,식품,수입우육,2,4,6,8,4,9,1,4,,
2018-01-01,식품,숙취/에너지/건강 음료,16,18,10,21,7,8,4,4,1,2
2018-01-01,뷰티,스크럽/필링크림,12,39,20,39,13,25,5,15,2,1
2018-01-01,뷰티,스킨케어 곡물팩,,2,,,,2,,2,1,
2018-01-01,뷰티,스킨케어 마스크팩,20,99,40,135,27,96,10,23,4,5
2018-01-01,뷰티,스킨케어 수면팩,6,13,10,31,10,41,10,20,2,1
2018-01-01,뷰티,스킨케어 시트마스크팩,12,97,15,137,18,48,4,16,,3
2018-01-01,뷰티,스킨케어 워시오프팩,5,5,2,6,,3,,,,
2018-01-01,뷰티,스킨케어 코팩,7,16,9,20,10,20,8,4,1,1
2018-01-01,뷰티,스킨케어 필오프팩,5,11,1,10,5,10,3,5,,
2018-01-01,냉난방가전,스탠드형 냉온풍기,,,,,,3,1,,,
2018-01-01,냉난방가전,스탠드형 에어컨,,1,1,1,3,,,,,
2018-01-01,식품,스피루리나 영양제,1,2,1,8,6,12,1,8,1,1
2018-01-01,식품,시금치,,1,1,5,2,11,,1,,
2018-01-01,식품,식혜/수정과,4,5,5,8,1,9,1,2,,
2018-01-01,냉난방가전,신발건조기,,,1,,,,,,,
2018-01-01,식품,쌀,20,47,97,203,145,191,70,110,25,27
2018-01-01,식품,쌈채소,4,12,19,30,7,18,3,4,,
2018-01-01,식품,아몬드유/코코넛밀크,1,15,10,13,2,11,2,3,,1
2018-01-01,식품,아이스티,,6,5,9,6,6,,2,1,
2018-01-01,뷰티,애프터선,2,7,12,12,4,7,2,3,1,1
2018-01-01,식품,야채/호박즙,11,33,29,42,13,27,6,28,3,4
2018-01-01,식품,양념 돈육,,2,,3,2,2,,,,
2018-01-01,식품,양념우육,3,8,3,5,,1,,1,,
2018-01-01,식품,양배추/양상추,1,6,5,18,5,9,1,3,1,1
2018-01-01,식품,양파/마늘즙,1,4,10,19,13,8,9,12,4,
2018-01-01,식품,어란(생선알),,2,2,4,3,1,,1,,
2018-01-01,식품,어린이 음료,,1,1,7,1,1,,,,
2018-01-01,식품,어린이영양제,,3,26,66,19,20,,,,
2018-01-01,식품,어린이홍삼,,1,15,21,15,18,2,,,
2018-01-01,식품,어린잎/새싹채소,1,1,4,4,2,3,1,3,,
2018-01-01,냉난방가전,업소용 선풍기,,,,1,,,,,,
2018-01-01,냉난방가전,에어워셔,1,1,10,2,,,,1,1,1
2018-01-01,식품,에이드,5,14,2,13,4,2,2,4,1,1
2018-01-01,식품,연어/훈제연어,,3,8,4,1,9,2,2,,
2018-01-01,식품,영지버섯,,,,,1,1,,,,
2018-01-01,식품,오리고기/훈제오리,2,7,8,27,11,28,7,16,1,1
2018-01-01,식품,오메가3/스쿠알렌 영양제,12,19,37,62,19,44,15,36,6,6
2018-01-01,식품,오이/가지,1,1,5,8,5,6,2,1,,
2018-01-01,식품,오징어,1,2,13,16,7,15,1,3,,
2018-01-01,식품,옥돔,,,,,,1,1,,,
2018-01-01,식품,옥수수,,4,3,6,1,7,1,1,,
2018-01-01,식품,옥수수차,1,1,,6,,6,,7,,
2018-01-01,냉난방가전,온수매트,2,7,10,15,4,10,12,12,5,5
2018-01-01,냉난방가전,온열매트,2,2,19,13,25,20,11,8,6,1
2018-01-01,냉난방가전,온풍기,1,2,1,10,8,7,5,6,,1
2018-01-01,식품,옻/칡/쑥즙,,2,6,5,6,7,2,4,,1
2018-01-01,식품,요거트/발효유,11,32,16,76,20,44,6,14,1,1
2018-01-01,식품,우엉/연근,,,2,1,,2,,,,
2018-01-01,식품,원두커피,9,17,23,41,38,36,18,22,9,5
2018-01-01,식품,윙봉/닭다리/날개,,,,5,,2,,,1,
2018-01-01,식품,유자차,5,11,8,24,8,21,13,4,,2
2018-01-01,식품,유제품 음료,52,225,200,459,107,219,34,52,5,9
2018-01-01,식품,율무차,2,4,5,1,3,6,3,5,,1
2018-01-01,식품,음용 식초,1,9,3,7,3,10,2,4,,
2018-01-01,냉난방가전,의류건조기,1,3,19,20,27,30,4,17,1,
2018-01-01,식품,이온음료,7,12,6,18,6,8,3,2,,1
2018-01-01,식품,인삼/수삼/산삼,2,4,8,4,5,7,1,4,1,
2018-01-01,식품,인스턴트커피,20,52,78,184,92,179,56,91,13,13
2018-01-01,뷰티,입욕제,5,7,4,11,1,2,1,3,,
2018-01-01,냉난방가전,자연식 가습기,1,4,1,2,3,3,,,,
2018-01-01,식품,잡곡,2,9,9,26,7,27,6,30,8,8
2018-01-01,식품,잡곡 씨드류,1,7,1,8,1,15,1,5,,1
2018-01-01,식품,장어,,2,3,5,2,1,1,3,,1
2018-01-01,식품,장조림/카레용 돈육,,1,2,4,1,3,,,,
2018-01-01,식품,저/무지방우유,3,8,10,37,8,28,1,9,,2
2018-01-01,냉난방가전,전기온수기,1,,1,,2,3,,1,,
2018-01-01,냉난방가전,전기장판,2,9,6,9,10,14,9,5,3,2
2018-01-01,식품,전복 생물,1,5,12,16,8,12,3,7,4,4
2018-01-01,식품,전통주,1,2,6,2,1,,1,1,,
2018-01-01,식품,전통차,8,17,26,122,47,191,25,84,6,16
2018-01-01,식품,절임배추/김치속,,1,1,,,4,3,5,2,2
2018-01-01,식품,젓갈류,1,5,16,16,6,19,5,8,3,1
2018-01-01,냉난방가전,제습기,1,2,4,5,1,6,,1,3,1
2018-01-01,식품,조개,3,11,6,38,21,55,10,30,4,12
2018-01-01,식품,주꾸미,6,8,4,14,6,9,,3,,
2018-01-01,냉난방가전,중대형 에어컨,,,,,1,,,,,
2018-01-01,식품,차 선물세트,,5,,4,2,4,,1,,
2018-01-01,식품,차/곡물 음료,3,6,6,18,4,13,1,2,1,
2018-01-01,식품,참외/메론/수박,,1,,2,9,13,1,4,,
2018-01-01,식품,초유 영양제,1,,3,3,,1,1,1,,
2018-01-01,냉난방가전,초음파식 가습기,14,27,46,71,39,20,14,14,5,2
2018-01-01,식품,초코우유,42,86,2,6,,1,,,,
2018-01-01,식품,카페 푸드,34,119,61,106,16,65,6,23,5,2
2018-01-01,식품,카페용 초콜릿시럽,,3,,,1,2,2,,,
2018-01-01,냉난방가전,카페트매트,,,,5,1,4,1,,,
2018-01-01,식품,칼슘/철분 영양제,3,12,12,55,21,18,7,14,,1
2018-01-01,식품,캡슐/POD커피,5,12,18,47,14,33,4,13,2,
2018-01-01,식품,커피용 프림,,,,1,,1,,,,
2018-01-01,식품,커피음료,177,619,212,629,92,222,62,35,5,9
2018-01-01,냉난방가전,컨벡터,3,,3,4,2,3,1,3,,
2018-01-01,식품,코코아/핫초코,18,18,10,20,12,20,5,,,1
2018-01-01,식품,콜라겐/코큐텐 영양제,1,16,13,43,17,67,4,24,2,6
2018-01-01,식품,콩나물/숙주,,2,3,12,8,10,1,2,1,2
2018-01-01,뷰티,클렌징 로션,,4,2,4,2,4,,2,,
2018-01-01,뷰티,클렌징 오일,10,59,17,42,7,27,3,11,1,6
2018-01-01,뷰티,클렌징 워터/젤,8,36,4,26,1,18,,5,1,
2018-01-01,뷰티,클렌징 크림,1,5,,4,1,6,,2,,
2018-01-01,뷰티,클렌징 티슈,,15,3,12,1,12,1,3,,
2018-01-01,뷰티,클렌징 폼,44,58,52,104,27,63,16,25,4,4
2018-01-01,식품,클로렐라 영양제,,1,2,1,1,2,,,,
2018-01-01,식품,키위/참다래,,4,6,16,5,13,2,5,,4
2018-01-01,식품,탄산수,5,23,41,73,20,20,3,13,3,3
2018-01-01,식품,탄산음료,124,175,154,179,58,77,15,28,6,9
2018-01-01,뷰티,태닝용 선크림,,,3,1,1,3,,,,
2018-01-01,식품,토마토,8,9,9,35,14,33,4,15,3,
2018-01-01,뷰티,트리트먼트,7,69,15,105,20,133,15,58,2,9
2018-01-01,식품,파/양파,5,5,9,32,10,23,4,17,1,1
2018-01-01,식품,파김치,,2,2,5,1,1,,2,,1
2018-01-01,뷰티,팩도구,,,,,,2,,,,
2018-01-01,식품,포도/거봉/체리,,3,4,2,1,2,,2,,
2018-01-01,식품,표고버섯,,2,5,3,,1,1,2,,
2018-01-01,뷰티,풋스프레이,,2,,1,,,,,,
2018-01-01,뷰티,풋워시/스크럽,1,4,,6,2,3,1,,,
2018-01-01,뷰티,풋크림,,7,6,9,6,9,2,1,,
2018-01-01,뷰티,풋패치,1,6,4,7,2,5,1,3,,
2018-01-01,식품,프라페/버블티 파우더,,2,2,2,,1,,1,,1
2018-01-01,식품,프로바이오틱스,4,27,43,91,37,55,22,39,3,12
2018-01-01,식품,프로폴리스/로얄젤리,4,28,10,28,3,13,10,10,3,
2018-01-01,식품,한방 분말/환제품,16,28,29,75,34,93,29,77,11,14
2018-01-01,식품,한방재료,2,1,3,7,3,7,1,3,1,1
2018-01-01,식품,한우육,13,7,18,56,18,29,5,11,2,10
2018-01-01,식품,해조류 다시마,,,7,4,1,4,1,4,,
2018-01-01,식품,해조류 미역,4,3,5,17,4,9,2,3,2,1
2018-01-01,식품,해초류 ,1,3,1,11,3,28,3,13,,2
2018-01-01,뷰티,핸드워시/스크럽,6,5,14,31,3,5,2,5,,
2018-01-01,뷰티,핸드크림,33,92,31,93,12,55,8,21,3,3
2018-01-01,식품,허브차,7,28,10,37,5,30,8,10,1,4
2018-01-01,식품,헛개/가시오가피,,,1,4,,1,,1,,
2018-01-01,뷰티,헤어 브러쉬,4,9,4,25,5,9,2,5,1,
2018-01-01,뷰티,헤어매니큐어,,1,,,,2,,2,,
2018-01-01,뷰티,헤어무스,,,,,,,1,,,
2018-01-01,뷰티,헤어스타일링용 염색약,10,42,20,48,25,64,16,43,5,14
2018-01-01,뷰티,헤어스타일링용 펌제,6,8,4,8,1,6,2,3,,
2018-01-01,뷰티,헤어스타일링용 흑채,2,3,7,12,7,6,5,9,,3
2018-01-01,뷰티,헤어스프레이,2,4,9,11,3,5,,,,1
2018-01-01,뷰티,헤어에센스,18,86,22,119,18,82,10,42,3,8
2018-01-01,뷰티,헤어왁스,10,3,14,8,8,2,1,,1,1
2018-01-01,뷰티,헤어젤,,,1,1,2,1,,,,
2018-01-01,뷰티,헤어케어세트,3,4,4,4,6,9,2,4,,4
2018-01-01,식품,호박,1,8,13,33,6,8,1,6,,
2018-01-01,식품,혼합견과,3,8,12,15,10,18,,4,,
2018-01-01,식품,홍삼 간식,,2,1,1,,2,1,,2,
2018-01-01,식품,홍삼 분말/환,1,3,1,6,3,6,1,3,2,
2018-01-01,식품,홍삼 음료,,,1,1,2,,,,,
2018-01-01,식품,홍삼/인삼 제품,7,15,13,19,12,14,3,14,1,2
2018-01-01,식품,홍삼액/홍삼정,31,42,72,185,146,262,56,124,21,18
2018-01-01,식품,홍삼절편/홍삼정과,,15,5,23,5,10,3,7,,
2018-01-01,식품,홍어,,1,,,1,4,1,,,
2018-01-01,식품,홍차,1,6,5,5,3,5,3,1,,1
2018-01-01,뷰티,화장 비누,19,27,21,51,28,46,5,18,1,
2018-01-01,뷰티,화장 퍼프,3,50,4,35,5,14,1,5,1,
2018-01-01,식품,환자식,1,5,2,13,5,10,5,5,2,
2018-01-01,냉난방가전,황토매트,,,,,,2,,1,,1
2018-01-01,식품,회,110,190,136,207,68,76,12,30,7,11
2018-01-01,냉난방가전,휴대용 선풍기,,1,,,,,,,,
2018-01-01,식품,흰우유,10,33,106,260,61,82,9,27,4,8
2018-01-01,냉난방가전,히터,13,4,23,21,14,17,8,16,1,2
2018-01-02,식품,가공란,6,41,16,32,10,20,4,2,,1
2018-01-02,냉난방가전,가열식 가습기,1,,4,11,3,2,1,1,,
2018-01-02,식품,가자미,,1,1,8,2,2,,,,2
2018-01-02,식품,갈비/찜/바비큐용 돈육,,,2,3,,1,,,1,
2018-01-02,식품,갈비용 우육,,,,,,1,,1,,
2018-01-02,식품,갈치,2,3,1,25,11,17,10,13,2,2
2018-01-02,식품,감/홍시,,3,5,10,6,15,3,15,,3
2018-01-02,식품,감귤/한라봉/오렌지,21,82,86,211,119,275,62,132,15,16
2018-01-02,식품,감마리놀렌산 영양제,,4,4,7,,7,2,3,,
2018-01-02,식품,감말랭이,,3,2,9,3,5,2,5,2,1
2018-01-02,식품,감자,26,40,23,64,12,32,2,14,,3
2018-01-02,식품,갓김치,,1,1,5,4,7,,9,3,5
2018-01-02,식품,건강즙,5,20,9,33,6,17,2,9,1,3
2018-01-02,식품,건강즙/녹용,3,11,11,33,12,33,5,5,,2
2018-01-02,식품,건대추,,1,2,6,4,5,2,2,4,3
2018-01-02,식품,건망고,,1,,1,,,,1,,
