날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2018-07-01,뷰티,네일케어,6,4,3,9,,2,,3,,1
2018-07-01,식품,녹차,1,9,4,13,2,5,,4,3,
2018-07-01,식품,느타리버섯,,,1,4,1,3,,1,,1
2018-07-01,식품,다이어트보조식,30,84,39,124,24,88,11,51,4,5
2018-07-01,식품,다이어트용 헬스보충식품,30,22,22,11,19,18,6,7,,1
2018-07-01,식품,닭 양념육,,1,2,2,,,,,,
2018-07-01,식품,닭가슴살,105,97,70,92,26,61,13,29,3,4
2018-07-01,식품,대게/킹크랩,,1,1,1,1,,2,1,,
2018-07-01,식품,더치커피,5,2,9,13,6,9,1,3,,
2018-07-01,뷰티,데오드란트,13,15,14,28,4,24,,17,1,1
2018-07-01,식품,도라지/더덕,1,2,4,5,,4,1,,2,1
2018-07-01,냉난방가전,돈풍기,,,1,1,,1,,,,
2018-07-01,식품,돼지 곱창,154,302,160,290,34,91,13,20,1,3
2018-07-01,식품,두유,16,89,76,179,88,200,42,106,27,21
2018-07-01,식품,둥굴레차,,,2,6,1,3,3,5,,
2018-07-01,식품,딸기/복분자/블루베리,2,4,2,14,6,21,1,7,3,1
2018-07-01,식품,딸기우유,3,3,3,7,1,12,,,,
2018-07-01,식품,랍스타,1,,1,4,4,1,,1,,
2018-07-01,식품,레몬/자몽,4,16,14,24,25,16,8,16,2,2
2018-07-01,식품,루테인/눈 영양제,5,9,15,26,17,49,17,23,6,6
2018-07-01,뷰티,린스,2,12,12,28,9,24,7,6,,2
2018-07-01,뷰티,립앤아이 리무버,,19,2,10,1,9,1,3,,1
2018-07-01,식품,마/야콘,,,,,,,1,,,
2018-07-01,식품,마늘/생강,3,2,5,13,9,16,1,1,4,3
2018-07-01,냉난방가전,멀티형 에어컨,,1,4,2,2,1,1,3,,
2018-07-01,뷰티,메이크업 박스,,,,2,1,2,,,,
2018-07-01,뷰티,메이크업 브러쉬,5,62,13,61,6,23,1,5,1,2
2018-07-01,식품,메추리알,2,4,2,7,,4,,,1,
2018-07-01,식품,명태/동태,,,1,3,1,,1,1,,
2018-07-01,식품,무/배추,,,1,3,3,1,,1,,
2018-07-01,식품,무김치,1,7,7,25,22,50,20,57,4,4
2018-07-01,식품,문어,,1,2,1,,2,,,1,
2018-07-01,식품,물김치,1,,1,3,3,6,3,9,,1
2018-07-01,식품,미나리,,,,,,,1,,,
2018-07-01,식품,미숫가루/곡물가루,,4,4,21,8,20,2,4,,1
2018-07-01,뷰티,미용가위,,2,2,8,1,4,,1,,
2018-07-01,식품,믹스 채소,,1,1,1,,,,4,,
2018-07-01,식품,밀크티/티라떼,9,32,7,23,5,7,1,2,,1
2018-07-01,식품,바나나/파인애플/망고,7,22,26,71,18,67,13,19,1,7
2018-07-01,식품,바나나우유,15,22,13,14,1,7,2,,,
2018-07-01,뷰티,바디 보습제,19,90,31,75,22,55,8,11,2,3
2018-07-01,뷰티,바디 세트,2,12,3,10,1,5,2,3,,
2018-07-01,뷰티,바디 스크럽,2,7,3,12,2,10,1,4,,
2018-07-01,뷰티,바디 클렌져,24,54,53,78,31,83,20,23,4,5
2018-07-01,뷰티,바디케어용 땀패드,,3,,3,1,1,,1,,
2018-07-01,뷰티,바디케어용 때비누,1,2,10,13,7,14,1,3,,
2018-07-01,뷰티,바디케어용 볼륨업크림,,3,1,1,,3,,,,
2018-07-01,뷰티,바디케어용 슬리밍,,2,,6,,8,,5,,
2018-07-01,뷰티,바디케어용 제모제,14,19,7,8,3,8,,1,,1
2018-07-01,뷰티,바디케어용 청 결제,6,14,6,31,6,26,1,14,1,2
2018-07-01,식품,반건조고구마,1,8,2,20,9,11,1,1,,
2018-07-01,식품,반찬류,2,9,13,26,13,19,5,4,,3
2018-07-01,식품,배/포도/과일즙,5,10,29,58,10,32,4,12,1,2
2018-07-01,식품,배추김치,2,13,27,61,39,111,29,48,14,16
2018-07-01,식품,백김치,,,,1,,1,,2,,
2018-07-01,뷰티,베이스 메이크업 세트,,,,6,,1,2,,,
2018-07-01,뷰티,베이스 메이크업용 BB크림,3,19,8,21,5,13,1,7,,1
2018-07-01,뷰티,베이스 메이크업용 CC크림,,2,,2,1,3,,,,
2018-07-01,뷰티,베이스 메이크업용 가루파우더,1,25,6,16,3,4,1,6,,
2018-07-01,뷰티,베이스 메이크업용 메이크업베이스,5,6,4,13,1,8,1,1,,
2018-07-01,뷰티,베이스 메이크업용 컨실러,4,22,1,13,1,6,2,7,1,1
2018-07-01,뷰티,베이스 메이크업용 쿠션팩트,7,116,32,212,44,250,19,95,,12
2018-07-01,뷰티,베이스 메이크업용 트윈케이크,,4,7,4,,4,1,4,,
2018-07-01,뷰티,베이스 메이크업용 파우더팩트,6,34,11,66,15,64,7,17,,4
2018-07-01,뷰티,베이스 메이크업용 파운데이션,11,97,7,98,14,31,16,15,,2
2018-07-01,뷰티,베이스 메이크업용 프라이머,5,27,4,16,1,16,1,3,,
2018-07-01,냉난방가전,벽걸이 에어컨,7,7,11,11,13,5,7,15,10,1
2018-07-01,냉난방가전,벽걸이형 선풍기,,,6,2,5,3,2,6,2,3
2018-07-01,식품,보리차,1,2,9,9,1,5,1,,,1
2018-07-01,식품,복분자/석류/과실즙,5,15,4,47,23,57,18,37,3,5
2018-07-01,냉난방가전,복합식 가습기,1,,2,2,,1,,,,
2018-07-01,식품,부추,1,3,,3,,3,,2,,
2018-07-01,뷰티,뷰티 눈썹정리도구,2,12,1,9,1,9,,1,2,
2018-07-01,뷰티,뷰티 속눈썹/쌍꺼풀,4,12,2,17,,7,,4,,
2018-07-01,뷰티,뷰티 손거울,6,6,1,9,7,2,,,,
2018-07-01,뷰티,뷰티 타투,4,12,3,8,2,3,1,,,
2018-07-01,뷰티,뷰티 헤어캡,,,2,,1,,,,,
2018-07-01,뷰티,뷰티 화장솜,3,32,10,36,4,15,1,8,3,1
2018-07-01,뷰티,뷰티 화장품 공병/케이스,1,3,5,10,1,3,3,,,
2018-07-01,뷰티,뷰티용 기름종이,,2,1,6,3,5,1,2,,
2018-07-01,뷰티,뷰티용 면봉/귀이개,4,6,3,10,,2,1,3,,
2018-07-01,뷰티,뷰티용 뷰러,,17,,10,1,6,3,2,,1
2018-07-01,뷰티,뷰티용 샤프너,2,2,,,,,,,,
2018-07-01,뷰티,뷰티용 여드름압출기,6,11,5,4,1,7,,,,
2018-07-01,식품,브로콜리/셀러리,4,7,6,12,2,6,2,3,1,
2018-07-01,식품,비타민,36,61,67,116,48,79,33,33,12,9
2018-07-01,식품,비타민/화이바 음료,3,12,3,11,4,4,6,4,1,
2018-07-01,냉난방가전,산림욕기,,,,,,,,1,,
2018-07-01,식품,삼치,,1,,5,2,6,1,1,,
2018-07-01,식품,새송이버섯,,2,3,1,1,3,1,1,,
2018-07-01,식품,새우/대하,2,9,6,6,1,6,1,2,1,
2018-07-01,뷰티,색조 메이크업 립글로스,,2,2,2,,3,,,1,
2018-07-01,뷰티,색조 메이크업 립라이너,1,1,,1,1,2,,,,
2018-07-01,뷰티,색조 메이크업 립밤,5,23,4,27,7,10,2,3,1,
2018-07-01,뷰티,색조 메이크업 립스틱,18,120,16,120,15,95,16,28,5,6
2018-07-01,뷰티,색조 메이크업 립틴트,11,125,10,82,24,51,4,9,1,
2018-07-01,뷰티,색조 메이크업 마스카라,3,28,6,27,8,28,2,7,,1
2018-07-01,뷰티,색조 메이크업 볼터치,5,57,4,35,6,13,3,6,,1
2018-07-01,뷰티,색조 메이크업 속눈썹영양제,4,10,2,16,,8,2,,,
2018-07-01,뷰티,색조 메이크업 쉐딩/하이라이터,3,15,5,9,,10,3,1,,
2018-07-01,뷰티,색조 메이크업 아이라이너,8,40,8,36,8,32,3,13,1,2
2018-07-01,뷰티,색조 메이크업 아이브로우,9,53,13,51,7,35,3,10,1,3
2018-07-01,뷰티,색조 메이크업 아이섀도우,8,106,10,38,3,28,5,6,,2
2018-07-01,식품,생닭/닭부분육,1,1,1,7,3,6,1,1,,1
2018-07-01,식품,생선류,3,11,11,22,12,11,1,9,3,
2018-07-01,식품,생수,83,235,200,386,155,249,79,117,19,22
2018-07-01,식품,생식/선식 분말,,2,2,7,4,3,,1,,
2018-07-01,뷰티,샤워코롱,,3,1,1,1,2,,1,,
2018-07-01,뷰티,샴푸,51,126,124,297,98,213,41,76,5,16
2018-07-01,뷰티,선로션,1,5,3,9,3,4,,2,,
2018-07-01,뷰티,선스프레이,,3,,,1,,1,,,
2018-07-01,식품,선식,,,5,4,2,4,,7,,
2018-07-01,뷰티,선케어용 선밤,9,43,21,100,33,91,13,47,2,13
2018-07-01,뷰티,선크림,14,57,24,61,18,42,10,17,2,8
2018-07-01,뷰티,세안도구,1,5,2,16,,2,,1,,
2018-07-01,식품,소고기 등심/안심,,1,2,1,,6,4,1,,
2018-07-01,식품,소고기 육회,17,44,48,57,19,33,8,1,,2
2018-07-01,뷰티,손톱정리도구,,1,,5,2,3,,1,,
2018-07-01,식품,수산 생물,10,13,25,36,6,19,5,2,1,2
2018-07-01,식품,수입우육,4,12,7,21,8,10,1,4,3,
2018-07-01,식품,숙취/에너지/건강 음료,6,11,8,23,10,10,1,5,1,1
2018-07-01,뷰티,스크럽/필링크림,10,44,8,36,11,21,2,14,,3
2018-07-01,뷰티,스킨케어 곡물팩,,,1,3,,6,1,1,,
2018-07-01,뷰티,스킨케어 마스크팩,19,105,34,109,28,84,9,35,6,12
2018-07-01,뷰티,스킨케어 수면팩,2,10,2,7,1,11,,1,,
2018-07-01,뷰티,스킨케어 시트마스크팩,6,53,27,116,34,127,20,55,10,13
2018-07-01,뷰티,스킨케어 워시오프팩,3,6,,11,1,7,,2,,1
2018-07-01,뷰티,스킨케어 코팩,37,48,36,77,29,44,3,9,,1
2018-07-01,뷰티,스킨케어 필오프팩,4,21,8,25,6,15,,1,1,
2018-07-01,냉난방가전,스탠드형 냉온풍기,,,,2,4,3,,1,,
2018-07-01,냉난방가전,스탠드형 에어컨,1,11,16,16,10,26,3,9,2,6
2018-07-01,식품,스피루리나 영양제,,2,4,4,5,6,1,,1,
2018-07-01,식품,시금치,,,2,7,1,4,2,1,,
2018-07-01,식품,식혜/수정과,,,8,3,4,9,2,2,,5
2018-07-01,냉난방가전,신발건조기,,,,1,1,,,,,
2018-07-01,식품,쌀,20,44,127,197,107,204,52,92,20,21
2018-07-01,식품,쌈채소,7,11,15,33,8,25,2,10,2,2
2018-07-01,식품,아몬드유/코코넛밀크,10,36,10,21,9,16,5,10,,
2018-07-01,식품,아이스티,2,14,4,19,4,15,1,6,1,2
2018-07-01,뷰티,애프터선,6,28,20,54,6,13,2,2,2,3
2018-07-01,식품,야채/호박즙,6,30,23,49,14,36,2,21,6,1
2018-07-01,식품,양념 돈육,,2,2,2,,7,1,,,
2018-07-01,식품,양념우육,4,7,14,10,1,4,,,,
2018-07-01,식품,양배추/양상추,,2,3,11,3,6,3,,1,
2018-07-01,식품,양파/마늘즙,4,9,14,15,11,16,5,10,2,5
2018-07-01,식품,어란(생선알),,1,2,,,2,3,,,
2018-07-01,식품,어린이 음료,1,2,6,27,1,,,,,
2018-07-01,식품,어린이영양제,,4,19,32,16,5,1,,1,
2018-07-01,식품,어린이홍삼,2,1,16,38,17,28,2,5,1,3
2018-07-01,식품,어린잎/새싹채소,,1,1,8,,2,2,1,,1
2018-07-01,냉난방가전,업소용 선풍기,4,,,3,8,8,8,1,1,
2018-07-01,냉난방가전,에어워셔,,,3,,,,2,,,
2018-07-01,냉난방가전,에어컨 리모컨,2,2,1,7,8,2,1,2,,
2018-07-01,식품,에이드,9,40,34,104,21,55,6,18,3,5
2018-07-01,식품,연어/훈제연어,4,10,7,19,2,16,2,4,,1
2018-07-01,식품,영지버섯,,,,,1,1,,,,
2018-07-01,식품,오리고기/훈제오리,6,8,7,33,7,46,7,23,1,4
2018-07-01,식품,오메가3/스쿠알렌 영양제,4,10,34,39,19,28,18,22,4,4
2018-07-01,식품,오이/가지,,3,3,22,4,14,1,4,,1
2018-07-01,식품,오징어,2,15,5,43,6,18,4,5,,1
2018-07-01,식품,옥돔,,,,,,1,,,,
2018-07-01,식품,옥수수,8,23,26,115,32,74,16,33,7,4
2018-07-01,식품,옥수수차,2,2,2,3,7,6,2,,,
2018-07-01,냉난방가전,온수매트,,1,1,3,,,1,,1,
2018-07-01,냉난방가전,온열매트,4,,13,11,22,12,11,6,4,4
2018-07-01,냉난방가전,온풍기,,,,1,,3,1,,,
2018-07-01,식품,옻/칡/쑥즙,1,1,5,4,4,5,1,3,,4
2018-07-01,식품,요거트/발효유,8,28,28,83,21,42,11,12,,6
2018-07-01,식품,우엉/연근,,,,1,,1,,,,
2018-07-01,식품,원두커피,5,18,25,40,36,57,25,20,7,2
2018-07-01,식품,윙봉/닭다리/날개,,1,1,2,2,6,1,,2,
2018-07-01,식품,유자차,3,7,6,11,2,2,1,1,1,1
2018-07-01,식품,유제품 음료,22,39,34,97,20,30,10,13,2,2
2018-07-01,식품,율무차,,1,1,1,1,,,2,1,
2018-07-01,식품,음용 식초,,5,7,9,2,10,2,2,1,
2018-07-01,냉난방가전,의류건조기,2,6,51,45,33,55,10,11,2,3
2018-07-01,냉난방가전,이동형 에어컨,1,2,2,3,3,6,5,1,1,
2018-07-01,식품,이온음료,4,6,10,16,12,20,9,6,1,
2018-07-01,식품,인삼/수삼/산삼,,2,2,5,3,2,1,2,,1
2018-07-01,식품,인스턴트커피,18,38,88,155,76,141,38,68,11,11
2018-07-01,뷰티,입욕제,1,10,4,13,1,5,1,1,,
2018-07-01,식품,잡곡,4,13,14,42,18,51,8,25,5,7
2018-07-01,식품,잡곡 씨드류,,8,,3,2,4,,2,,1
2018-07-01,식품,장어,2,6,4,5,2,4,2,,,1
2018-07-01,식품,장조림/카레용 돈육,4,5,1,2,2,1,,,,
2018-07-01,식품,저/무지방우유,5,6,10,21,7,6,2,1,,
2018-07-01,냉난방가전,전기온수기,,,,1,,1,,,,
2018-07-01,냉난방가전,전기장판,,,,,,1,,,,
2018-07-01,식품,전복 생물,,1,6,16,16,50,11,30,5,11
2018-07-01,식품,전통주,2,1,5,1,,1,2,,,
2018-07-01,식품,전통차,3,10,9,29,12,40,7,18,3,2
2018-07-01,식품,절임배추/김치속,,,,1,1,1,,1,,
2018-07-01,식품,젓갈류,,10,5,16,12,14,5,11,1,2
2018-07-01,냉난방가전,제습기,25,62,82,159,74,153,33,83,16,7
2018-07-01,식품,조개,2,8,7,15,7,14,3,5,1,1
2018-07-01,식품,주꾸미,1,22,14,41,10,19,,4,,
2018-07-01,식품,차 선물세트,,3,,4,2,1,1,,,
2018-07-01,식품,차/곡물 음료,3,1,5,17,13,11,4,6,3,
2018-07-01,식품,참외/메론/수박,4,19,23,60,22,72,15,23,6,5
2018-07-01,냉난방가전,천장형 에어컨,,,,,,1,,,,
2018-07-01,식품,초유 영양제,,,2,,,,,,,
2018-07-01,냉난방가전,초음파식 가습기,,,,1,,,,,,
2018-07-01,식품,초코우유,21,33,4,3,5,13,,2,1,
2018-07-01,식품,카페 푸드,71,177,65,170,29,69,8,6,,2
2018-07-01,식품,카페용 초콜릿시럽,,,1,1,,2,,,1,
2018-07-01,냉난방가전,카페트매트,,,,,,,1,,,
2018-07-01,식품,칼슘/철분 영양제,2,15,26,57,17,32,8,11,1,
2018-07-01,식품,캡슐/POD커피,4,9,14,40,12,17,1,14,3,
2018-07-01,식품,커피음료,145,370,137,343,50,145,18,30,3,8
2018-07-01,식품,코코아/핫초코,8,6,3,2,5,8,2,3,,
2018-07-01,식품,콜라겐/코큐텐 영양제,,8,6,23,20,32,4,20,9,2
2018-07-01,식품,콩나물/숙주,1,5,8,14,6,14,,3,1,
2018-07-01,뷰티,클렌징 로션,7,19,5,1,,1,,2,,
2018-07-01,뷰티,클렌징 오일,6,40,9,71,10,41,6,6,,
2018-07-01,뷰티,클렌징 워터/젤,8,27,8,29,9,10,7,5,,
2018-07-01,뷰티,클렌징 크림,1,5,3,6,2,3,1,4,,
2018-07-01,뷰티,클렌징 티슈,4,7,3,9,3,5,,11,1,2
2018-07-01,뷰티,클렌징 폼,41,56,54,108,29,61,12,30,5,4
2018-07-01,식품,클로렐라 영양제,,,,1,1,2,,,1,
2018-07-01,식품,키위/참다래,2,3,4,15,4,30,5,18,5,4
2018-07-01,냉난방가전,탁상/USB 선풍기,3,6,6,4,6,10,5,9,2,1
2018-07-01,식품,탄산수,7,30,33,81,25,46,9,10,1,3
2018-07-01,식품,탄산음료,51,47,91,95,53,64,20,22,2,6
2018-07-01,뷰티,태닝용 선크림,,1,,2,,1,,,,
2018-07-01,식품,토마토,8,19,10,36,19,49,6,16,6,4
2018-07-01,뷰티,트리트먼트,11,58,29,142,43,200,23,127,6,16
2018-07-01,식품,파/양파,4,3,11,35,13,16,4,14,2,2
2018-07-01,식품,파김치,,,2,6,,3,,1,,
2018-07-01,뷰티,팩도구,,5,3,5,1,7,,2,,
2018-07-01,식품,포도/거봉/체리,,2,1,3,1,2,,,2,
2018-07-01,식품,표고버섯,1,,2,2,,2,2,6,,1
2018-07-01,뷰티,풋스프레이,1,,2,,,,,1,,
2018-07-01,뷰티,풋워시/스크럽,2,2,1,5,2,2,,,,
2018-07-01,뷰티,풋크림,1,2,2,8,3,6,,4,1,
2018-07-01,뷰티,풋패치,2,14,3,19,4,15,1,5,,1
2018-07-01,식품,프라페/버블티 파우더,1,4,3,2,4,3,,2,,
2018-07-01,식품,프로바이오틱스,14,29,37,104,58,100,28,78,12,11
2018-07-01,식품,프로폴리스/로얄젤리,5,13,11,26,7,14,7,7,2,3
2018-07-01,식품,한방 분말/환제품,8,33,30,76,42,109,40,83,18,23
2018-07-01,식품,한방재료,2,,5,8,3,10,3,6,3,
2018-07-01,식품,한우육,14,18,27,38,12,17,2,3,3,4
2018-07-01,식품,해조류 다시마,1,1,2,6,,4,4,4,1,1
2018-07-01,식품,해조류 미역,,5,3,16,6,9,4,6,2,2
2018-07-01,식품,해초류 ,,1,8,5,12,13,2,3,1,1
2018-07-01,뷰티,핸드워시/스크럽,3,9,11,15,5,13,1,2,3,1
2018-07-01,뷰티,핸드크림,1,9,5,26,3,12,3,4,,2
2018-07-01,식품,허브차,7,27,10,53,23,54,10,22,7,5
2018-07-01,식품,헛개/가시오가피,,,2,3,,1,,,,
2018-07-01,뷰티,헤어 브러쉬,5,14,16,22,,9,6,7,,3
2018-07-01,뷰티,헤어매니큐어,,,,2,1,,,2,,
2018-07-01,뷰티,헤어무스,1,,,1,,1,,,,
2018-07-01,뷰티,헤어스타일링용 염색약,10,46,24,68,25,108,26,65,4,11
2018-07-01,뷰티,헤어스타일링용 펌제,10,4,19,13,3,9,4,3,,
2018-07-01,뷰티,헤어스타일링용 흑채,,3,2,5,,3,,2,,
2018-07-01,뷰티,헤어스프레이,3,6,14,10,4,4,3,3,,1
2018-07-01,뷰티,헤어에센스,15,62,25,71,21,63,8,21,1,3
2018-07-01,뷰티,헤어왁스,17,2,14,5,2,1,4,,1,
2018-07-01,뷰티,헤어젤,,,,2,3,1,1,2,,
2018-07-01,뷰티,헤어케어세트,1,3,3,7,5,4,1,4,,
2018-07-01,식품,호박,,10,16,29,6,28,3,7,1,2
2018-07-01,식품,혼합견과,3,10,9,16,9,10,1,7,1,
2018-07-01,식품,혼합곡,,,,1,,1,,,,
2018-07-01,식품,홍삼 간식,,3,2,2,,1,,,,
2018-07-01,식품,홍삼 분말/환,,1,4,1,1,2,1,,,2
2018-07-01,식품,홍삼 음료,,,,3,1,3,2,,,
2018-07-01,식품,홍삼/인삼 제품,6,4,7,16,10,13,1,7,3,2
2018-07-01,식품,홍삼액/홍삼정,7,25,40,56,48,90,15,43,6,6
2018-07-01,식품,홍삼절편/홍삼정과,3,5,10,4,5,1,1,3,,1
2018-07-01,식품,홍차,,8,4,5,,6,,,,1
2018-07-01,뷰티,화장 비누,8,31,19,56,30,67,15,34,5,2
2018-07-01,뷰티,화장 퍼프,5,53,8,46,3,14,4,1,,1
2018-07-01,식품,환자식,,,2,2,4,4,2,3,2,1
2018-07-01,식품,회,107,225,152,238,94,141,25,54,10,15
2018-07-01,냉난방가전,휴대용 선풍기,12,26,23,48,15,31,8,6,2,
2018-07-01,식품,흰우유,9,36,116,242,54,131,13,19,5,6
2018-07-01,냉난방가전,히터,,1,,4,1,,,,,
2018-07-02,식품,가공란,21,43,45,86,27,69,13,22,1,7
2018-07-02,냉난방가전,가열식 가습기,,1,,,,,,,,
2018-07-02,식품,가자미,,2,2,1,1,3,1,3,,1
2018-07-02,식품,갈비/찜/바비큐용 돈육,,,1,6,,1,,,,
2018-07-02,식품,갈비용 우육,,1,,1,,1,,,,1
2018-07-02,식품,갈치,3,3,10,19,7,26,4,9,1,1
2018-07-02,식품,감/홍시,,,2,5,5,12,,1,,
2018-07-02,식품,감귤/한라봉/오렌지,1,9,8,47,17,45,12,16,1,2
2018-07-02,식품,감마리놀렌산 영양제,1,1,2,3,2,7,,2,,
2018-07-02,식품,감말랭이,,,,,,2,1,1,,
2018-07-02,식품,감자,4,21,17,51,17,65,17,37,7,8
2018-07-02,식품,갓김치,3,2,4,8,3,15,8,8,1,1
2018-07-02,식품,건강즙,1,2,10,16,9,16,5,7,1,
2018-07-02,식품,건강즙/녹용,2,4,15,37,8,32,12,9,3,4
2018-07-02,식품,건대추,1,3,2,5,2,1,1,,,1
2018-07-02,식품,건망고,1,1,2,2,4,6,2,4,1,1
2018-07-02,식품,건바나나,2,5,3,4,3,2,5,,1,
2018-07-02,식품,건어물 건새우,,1,,3,1,3,,,,
2018-07-02,식품,건어물 노가리,1,,,6,5,1,2,2,,
